timestamp,accelerationX,accelerationY,accelerationZ,magnitudeX,magnitudeY,magnitudeZ,orientationX,orientationY,orientationZ
1552573058.626189,-0.6302490234375,0.01177978515625,0.84765625,3164,-680,-5131,2.459524741018055,-0.01115164274065828,0.6393407260018431
1552573059.185891,-0.6339111328125,0.010009765625,0.8402099609375,3180,-724,-5163,2.454842107721051,-0.010189073362748735,0.6379230969607134
1552573059.732821,-0.6209716796875,0.01275634765625,0.8505859375,3176,-704,-5128,2.4918568133544987,-0.012602072927554884,0.6337309392494838
1552573060.279449,-0.6168212890625,0.01800537109375,0.8609619140625,3198,-728,-5138,2.5108561235080455,-0.01074092426581253,0.6368472366744845
1552573060.826889,-0.6265869140625,0.0098876953125,0.833984375,3165,-672,-5128,2.4377829156016286,-0.009346195111311387,0.6391935931723436
1552573061.3826432,-0.61859130859375,0.01458740234375,0.84002685546875,3148,-710,-5124,2.4847965238992833,-0.010090744353340298,0.6372260354391773
1552573061.9292653,-0.62109375,0.01068115234375,0.85052490234375,3189,-680,-5151,2.442450601026985,-0.013217015172612458,0.6377385864878952
1552573062.4767952,-0.62548828125,0.00811767578125,0.8524169921875,3152,-687,-5157,2.4273196279671083,-0.012117044697361298,0.6368102675005614
1552573063.0244002,-0.62017822265625,0.0101318359375,0.84222412109375,3157,-670,-5084,2.4277053731297844,-0.010617767663432502,0.6365731347811286
1552573063.5714493,-0.6292724609375,0.00958251953125,0.84576416015625,3171,-675,-5112,2.499271853118874,-0.011380975576028194,0.6368696136103272
1552573064.1181734,-0.6234130859375,0.0135498046875,0.84912109375,3175,-693,-5139,2.437058057345599,-0.013812381981811514,0.6384400942898153
1552573064.6716275,-0.6243896484375,0.011962890625,0.84149169921875,3182,-660,-5148,2.4275733572533538,-0.011416208352962157,0.6383635692416963
1552573065.2204704,-0.62835693359375,0.0098876953125,0.83026123046875,3187,-712,-5172,2.513367977368499,-0.009791895627928138,0.631070443871459
1552573065.7678916,-0.448974609375,-0.37664794921875,0.169189453125,6598,-1855,357,-1.9598258494136058,-0.08893535165467045,0.9906637301060779
1552573066.3151166,-0.41986083984375,0.0517578125,1.1956787109375,3009,-31,-5235,1.827678479728464,0.02327854712454309,0.652849357746373
1552573066.8684688,-0.9794921875,0.26123046875,0.52752685546875,5768,140,-3444,0.7144282271758499,-0.1330829934779852,1.1610613556363605
1552573067.4156177,-1.00091552734375,-0.07720947265625,0.3564453125,6724,365,-1774,-1.4312032004894732,0.04264565779488116,1.2422332540572414
1552573067.9627278,-0.7626953125,-0.13397216796875,-0.390869140625,6898,591,3162,1.4817523047049674,0.06844840622999022,2.1017780293806845
1552573068.5103319,-0.516845703125,-0.2498779296875,0.88037109375,3407,330,-5014,0.28914483873365654,-0.4827170052127912,0.7029894533748581
1552573069.057296,-0.66357421875,-0.04010009765625,0.80487060546875,3341,168,-5064,1.7805020717724913,0.0477626289339948,0.6948714812577077
1552573069.6045,-0.6612548828125,-0.0308837890625,0.8165283203125,3307,83,-5077,1.6170240148171762,0.024765398632818025,0.6770929175452212
1552573070.152179,-0.655029296875,-0.02789306640625,0.8370361328125,3336,72,-5089,1.6253636382414103,0.02493548476898204,0.6771890180013936
1552573070.6990912,-0.65765380859375,-0.02154541015625,0.82843017578125,3320,130,-5028,1.6864376597533193,0.026446995488679813,0.675541720991901
1552573071.2466602,-0.65533447265625,-0.0224609375,0.82769775390625,3309,100,-5075,1.6028884135206498,0.02578113792034422,0.6777160171202172
1552573131.2514935,-0.65325927734375,-0.0225830078125,0.83697509765625,3351,138,-5075,1.555629562843662,0.021460668526145425,0.669875836601937
1552573131.8113916,-0.643310546875,-0.02349853515625,0.8248291015625,3336,129,-5094,1.5680045170722605,0.02101070969465764,0.6764906344682236
1552573132.3600786,-0.6575927734375,-0.020263671875,0.81890869140625,3330,126,-5084,1.590259383021765,0.022671792226258793,0.6746141421155465
1552573132.9094646,-0.65570068359375,-0.023193359375,0.82391357421875,3349,134,-5089,1.558195734058001,0.02088684959320065,0.6774566181590203
1552573133.4582267,-0.65301513671875,-0.0223388671875,0.8262939453125,3304,146,-5058,1.5552937634972486,0.022742746787871665,0.6774938539990377
1552573134.0080628,-0.65234375,-0.021240234375,0.80419921875,3310,113,-5057,1.5927200151720955,0.020869391762950953,0.674622902054123
1552573134.5575917,-0.66009521484375,-0.0216064453125,0.8245849609375,3388,100,-5083,1.6195460934487587,0.020858694373054158,0.6783284692744718
1552573135.1088448,-0.6561279296875,-0.02410888671875,0.80999755859375,3377,129,-5034,1.5828228793955643,0.022401197497220693,0.6774584009299208
1552573135.6579459,-0.653564453125,-0.0174560546875,0.82342529296875,3333,128,-5070,1.6017990329403367,0.024057850828134178,0.6739966178355161
