timestamp,accelerationX,accelerationY,accelerationZ,magnitudeX,magnitudeY,magnitudeZ,orientationX,orientationY,orientationZ
1552572562.048316,-0.03204345703125,-0.9827880859375,0.17218017578125,2597,6206,-700,-1.797006269347576,1.4339248650699363,0.2797085221762786
1552572562.607728,-0.03021240234375,-0.9918212890625,0.1466064453125,1901,6433,-1233,-2.2009380580672557,1.3419833951138247,0.609505418438694
1552572563.1600099,-0.05145263671875,-1.12548828125,0.0589599609375,554,6669,-1197,-3.0999294717705013,1.4525138277212752,0.44832987192070484
1552572563.7124689,-0.05206298828125,-0.9576416015625,0.142578125,-473,6905,-857,-2.7143317325179637,1.52576945407119,-0.7872500131324186
1552572564.265203,-0.00341796875,-0.9661865234375,0.16534423828125,-1991,6725,-567,-2.8780680976212376,1.4480224098113328,-1.4347663425900503
1552572564.817748,-0.062744140625,-1.08416748046875,0.1168212890625,-2367,6719,-345,0.9270114901979689,1.3904523048498438,0.3841431730121888
1552572565.371603,0.1890869140625,-1.08709716796875,0.0106201171875,-1870,6656,-588,1.6291736420925447,1.4633782494482732,-0.11722968183006909
1552572565.924267,0.29083251953125,-1.0013427734375,-0.05126953125,-765,6815,-31,0.003548363368939297,1.2976258086453336,-1.5371382161614413
1552572566.477101,0.33099365234375,-0.9569091796875,-0.06964111328125,-189,6793,398,0.20920530311229568,1.2585226118859525,-1.4950848805146755
1552572567.029973,0.42462158203125,-0.8927001953125,0.06597900390625,-1028,6530,505,0.17311291742792287,0.9940718777717156,-1.6443928191095594
1552572567.582483,0.3125,-0.99127197265625,0.0487060546875,17,6675,464,0.20037136947171777,1.207462921838588,-1.4791319195904886
1552572568.140176,0.1680908203125,-1.0015869140625,0.08489990234375,937,6683,-46,-0.24848054962414656,1.3601088530813743,-0.9873163866443927
1552572568.692733,0.080078125,-0.9801025390625,0.07464599609375,1410,6708,-134,-0.452665292327252,1.4378922347791119,-0.9615701882241239
1552572569.2456112,0.1197509765625,-1.0555419921875,0.0491943359375,1587,6683,-180,-0.4500820482297871,1.4507684189284498,-1.013458111092815
1552572569.7984831,0.13372802734375,-1.00177001953125,0.06610107421875,1537,6654,-165,-0.21630369589349585,1.4396200491878948,-1.342055105010235
1552572570.351519,0.11590576171875,-0.966064453125,0.10565185546875,1567,6652,-216,-0.47068652086571294,1.4280199005862004,-0.9658124557179951
1552572570.9042141,0.05023193359375,-1.0238037109375,0.09283447265625,1716,6591,-440,-1.1219189199974717,1.4770699068624997,-0.38132489891272947
1552572571.4566042,0.11004638671875,-1.098876953125,0.1593017578125,1796,6549,-508,-0.5961988508199647,1.404457396268609,-0.9228968800432527
1552572572.0087564,0.12310791015625,-0.8714599609375,0.0595703125,2104,6662,30,-0.0058037489522334085,1.459456791001678,-1.5474690343079398
1552572572.5611703,-0.0096435546875,-1.04278564453125,0.08935546875,2251,6537,-174,-1.5104764641686266,1.492417870331357,0.08439123123740018
1552572573.1139064,-0.01324462890625,-1.0234375,0.1141357421875,2280,6519,-165,-1.418723898492894,1.4948631112980817,-0.026473564382083113
1552572573.6665304,-0.00787353515625,-1.016845703125,0.1026611328125,2211,6529,-150,-1.265865131824601,1.491049025016192,-0.15310402882999632
1552572574.2189393,0.0228271484375,-1.05682373046875,0.0394287109375,2168,6535,-254,-1.4301164668135706,1.4503621855230566,0.1388905373008768
1552572574.7717934,-0.01422119140625,-0.967529296875,0.15704345703125,2180,6495,-352,-1.499764766970724,1.4723592453051324,0.066490626364178
