timestamp,accelerationX,accelerationY,accelerationZ,magnitudeX,magnitudeY,magnitudeZ,orientationX,orientationY,orientationZ
1552571880.3581808,0.1295166015625,-0.96148681640625,-0.19390869140625,1319,6805,1617,1.0599857576368659,1.3056047238235964,-2.6226204876788595
1552571880.9226577,0.180419921875,-0.98834228515625,-0.2596435546875,998,6788,1826,1.1196365388116378,1.2895582831637873,-2.5930057814662995
1552571881.4747348,0.20928955078125,-0.8326416015625,-0.32891845703125,392,6564,3136,1.3169557663068956,1.1810612842691233,-2.4173133771229356
1552571882.0273018,0.12152099609375,-0.947021484375,-0.516845703125,-1456,6602,1706,-0.8340991641372273,1.107482090215955,-2.9264805639950606
1552571882.5828018,0.42291259765625,-0.70623779296875,-0.1451416015625,-2542,5689,3587,1.9052490356335574,1.1158019511362345,-1.9549953576376988
1552571883.1353657,0.6121826171875,-0.79595947265625,-0.31317138671875,-1181,5769,4745,1.19501684068822,0.8406530060924655,-2.0105272203690823
1552571883.6882348,0.93255615234375,0.14263916015625,-0.67962646484375,-3242,3661,5999,1.2558997813109245,0.4161351625992824,-2.298218266956545
1552571884.2408648,-0.36865234375,-0.9537353515625,-0.30816650390625,4084,6064,2339,1.7119906693128828,0.9145493351596804,2.129856022028984
1552571884.7980287,0.681884765625,-0.8055419921875,-0.2049560546875,-2824,5910,1477,1.1535483097393298,1.1058931873287041,-1.809263881963411
1552571885.3508599,1.0750732421875,-0.35980224609375,0.00677490234375,-5091,4506,729,0.7912529599296063,0.5850089349275293,-1.516045031049123
1552571885.9145398,-0.07440185546875,0.40631103515625,0.21661376953125,-2955,-6885,-338,1.836833824952349,-1.3558073631931467,-0.12264005009967761
1552571886.4684088,0.49029541015625,-0.78546142578125,0.0745849609375,-2716,6169,1422,0.14730064059851786,0.22991423867300792,-1.7742690993361596
1552571887.0208638,-0.28228759765625,-1.14111328125,-0.0616455078125,3825,6316,510,3.1008210593215146,1.3586337821289916,1.7291568529750565
1552571887.5738308,0.18255615234375,-0.51654052734375,-0.626708984375,434,4753,6080,0.9962599795098221,0.41890708382973546,-2.574810857066388
1552571888.1268098,0.73876953125,-0.7445068359375,-0.57611083984375,-2935,5398,4241,0.3885181679149718,0.65115833803838,-2.4965323957968057
1552571888.680292,0.65032958984375,-0.2239990234375,-0.5167236328125,-1952,6154,3906,-2.610892698432948,0.9678291235515813,-2.6984323543514477
1552571889.2382448,-0.134033203125,-0.85198974609375,0.20562744140625,-14,6948,1022,-1.2112874239605569,1.434087299059221,2.1026734513724734
1552571889.7910798,0.46875,-1.057861328125,-0.193115234375,1961,6894,2564,0.5074721583191261,0.8673089297284027,-1.83862498136537
1552571890.3435178,0.92529296875,-1.43316650390625,-0.11376953125,320,6316,-837,-1.0584490615478541,1.392660666725033,-0.23761822230242377
1552571890.9066687,-0.14068603515625,-0.52899169921875,-0.31610107421875,2294,6771,2313,1.725856453173388,1.1644382484096547,2.6905385874267247
1552571891.4613087,-0.0992431640625,-0.86053466796875,-0.0281982421875,4017,6359,1312,-2.9046023709760456,1.432403325128757,1.7109326260930982
1552571892.0147147,-0.6435546875,-1.6376953125,0.67498779296875,3521,6221,371,-0.8728664245816548,0.960393075354556,0.330292829580629
1552571892.5676117,-0.12469482421875,-1.44158935546875,0.27392578125,1760,6294,699,-0.3934333278746238,0.6973528763359799,0.5827585366001566
1552571893.12263,0.1058349609375,-0.139892578125,0.33233642578125,2312,6676,273,-0.5726394488628092,1.1165633465772036,0.6793296334728409
1552571893.6749058,-0.01898193359375,-0.9208984375,-0.51861572265625,4497,5802,-144,2.5068481062879444,1.2968721592413346,1.9476990019882439
1552571894.2273297,0.66461181640625,-0.61883544921875,-0.8133544921875,3376,6762,1922,0.5690614129676114,0.8273275706169364,-2.3777243240419685
1552571894.779528,0.58917236328125,-1.1741943359375,-0.85302734375,2796,6643,1784,0.5052466765631424,0.6610989341031963,-2.288094959958437
1552571895.3320818,-0.120849609375,-1.09710693359375,0.118896484375,1021,6894,971,-0.7581266115578061,1.46123799569323,0.3224299021182198
1552571895.886787,0.13189697265625,-0.86859130859375,-0.31939697265625,1726,6928,2171,0.7469733567908026,0.9903204192785066,-2.621899228064843
1552571896.4503229,0.32684326171875,-0.00726318359375,-0.03839111328125,1450,5946,4835,0.4733068299594904,1.0356192832637825,-0.9917220574271657
1552571896.9992778,0.1405029296875,-1.40435791015625,-0.20159912109375,1663,7218,1625,0.7803344081812537,1.1556545029204117,-2.6974835294396176
1552571897.552393,0.30828857421875,-1.21185302734375,0.48077392578125,1078,6946,1701,0.09638998241465123,1.0157674417089955,-0.8229143945114811
1552571898.1048758,0.075927734375,-1.22320556640625,-0.13232421875,1752,7126,597,0.8616255258066989,1.3408278924122574,-2.81769369727629
1552571898.657243,-1.08251953125,-0.3499755859375,1.1807861328125,1973,6233,-2005,-0.1491656255571349,1.0758137859301935,-2.0016675793541556
1552571899.209434,0.54180908203125,-1.0025634765625,-0.34124755859375,3674,6744,-783,-1.5844804416932745,1.2056343193594252,0.9514702350201256
1552571899.761736,-0.2894287109375,-0.63134765625,0.822021484375,3801,3303,-5281,-2.1140745177146134,0.6328082916521816,0.34230865683733
1552571900.3142009,-0.29486083984375,-0.6141357421875,0.81988525390625,3850,3218,-5349,-2.0579056234457545,0.6059347413037282,0.353849617172958
1552571900.866627,-0.2513427734375,-0.61669921875,0.83319091796875,3580,3473,-5366,-1.8799857431116225,0.6032632340243597,0.27589332856512444
1552571901.419892,-0.25079345703125,-0.61810302734375,0.83544921875,3557,3454,-5335,-1.9299083240232853,0.6170396938598063,0.2833232915336446
