timestamp,light
1552571731.303353,759
1552571731.868203,758
1552571732.420127,759
1552571732.975205,759
1552571733.527627,759
1552571734.0798569,757
1552571734.632685,758
1552571735.185183,757
1552571735.7411969,759
1552571736.2930849,758
1552571736.854478,757
1552571737.406657,758
1552571737.959069,757
1552571738.5117729,759
1552571739.0625,759
1552571739.615412,757
1552571740.165304,756
1552571740.71503,759
1552571741.267216,758
1552571741.817199,759
1552571742.37639,759
1552571742.928668,759
1552571743.480874,759
1552571744.033373,757
1552571744.582972,759
